tool_id,g1,g2,g3,g4,g5,description,scope,returns,inputs
infra.safe_guards_count,infra,wallet,safe_guards_count,Enabled Guards,Safe latest logs,Counts Safes with currently enabled guards.,generic,"[""count:number""]","[{""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": true, ""default"": ""ethereum""}]"
infra.top_tipped_oracles,infra,oracle,top_tipped_oracles,Total Tips,Chainlink tip logs,Ranks Chainlink feeds by total tips received.,protocol:chainlink,"[""tipped_feed_id:string"",""total_tips_submitted:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""10""}]"
defi.dex_lp_activity,defi,dex,dex_lp_activity,LP Events,Balancer Curve logs,Aggregates LP mint/burn events across DEX protocols.,generic,"[""date:string"",""lp_mints:number"",""lp_burns:number"",""unique_lpers:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": true, ""default"": ""balancer""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
defi.savings_apy_calculator,defi,lending,savings_apy_calculator,Monthly APY,ERC4626 deposit logs,Computes APY from deposit/withdraw share ratios.,generic,"[""date:string"",""asset:string"",""apy:number""]","[{""key"": ""asset"", ""label"": ""\""Asset (sDAI/sUSDS)\"""", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
defi.withdrawal_size_distribution,defi,holders,withdrawal_size_distribution,Withdrawal Buckets,Ether.fi withdrawal logs,Buckets user withdrawals by ETH size ranges.,protocol:ether.fi,"[""bucket:string"",""count:number"",""total_eth:number""]","[{""key"": ""min_eth"", ""label"": ""\""Min ETH\"""", ""type"": ""number"", ""required"": false, ""default"": ""0""}]"
infra.operator_balance_leaderboard,infra,oracle,operator_balance_leaderboard,Operator Balances,EigenDA operator logs,Ranks operators by cumulative daily balances.,protocol:eigenda,"[""operator:string"",""date:date"",""balance:number""]","[{""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""10""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
defi.never_unstaked_stakers,defi,staking,never_unstaked_stakers,Loyal Genesis Stakers,Ethereum Logs Analysis,Identifies genesis stakers who never unstaked with total staked amounts.,protocol:D2639676dA3dEA5491d27DA19340556b3a7d58B8,"[""staker:string"",""total_staked_amount:number"",""tx_count:number"",""earliest_tx:string""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": null}]"
defi.deposit_wallet_distribution,defi,holders,deposit_wallet_distribution,Deposits per Wallet,Decoded Deposit Logs,Buckets wallets by deposit count revealing power users.,generic,"[""wallet:string"",""deposit_count:number"",""bucket:string""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
token.circulating_supply_ex_vesting,token,holders,circulating_supply_ex_vesting,Non-Vested Supply,ERC20 Transfers Minus Vesting,Computes circulating supply excluding known vesting contracts.,protocol:CRV,"[""circulating_supply:number"",""total_supply:number"",""vested_locked:number""]","[{""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
defi.approval_spender_ranking,defi,wallet,approval_spender_ranking,Top Spenders by Approvals,Approval Event Analysis,Ranks spenders by unique users approving specific tokens.,generic,"[""token:string"",""spender:string"",""user_count:number"",""rank:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": ""2023-12-01""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""100""}]"
defi.sales_deposit_ratio,defi,protocol,sales_deposit_ratio,Sales to Deposit Ratio,Plasma Protocol Metrics,Computes sales-to-deposit ratio per address for protocol health.,protocol:plasma,"[""address:string"",""deposit:number"",""sales:number"",""ratio:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
token.overlapping_holders,token,holders,overlapping_holders,Common Token Holders,Transfer log intersection,Identifies wallets ever holding both tokens.,generic,"[""holder_address:string""]","[{""key"": ""contract_address_a"", ""label"": ""Token A"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""contract_address_b"", ""label"": ""Token B"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
token.whale_net_stakers,token,holders,whale_net_stakers,Net Whale Stakes,Stake minus withdraw logs,Computes net stake balances for top whales.,generic,"[""user:string"",""net_amount:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""100""}, {""key"": ""min_usd"", ""label"": ""Min USD"", ""type"": ""min_usd"", ""required"": false, ""default"": null}]"
defi.net_stakers,defi,staking,net_stakers,Net Staker Balances,Multi-event deposit/withdraw,Calculates net staking positions from deposit/burn events.,generic,"[""staker:string"",""net_balance:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.steth_yield_history,defi,yield,steth_yield_history,stETH Yield Changes,Beacon Log Updates,Computes historical stETH yield from beacon balance changes.,protocol:lido,"[""epoch_id:number"",""balance:number"",""change:number"",""time:string""]",[]
defi.redemption_delay_analyzer,defi,redeem,redemption_delay_analyzer,Redemption Delays,SyrupUSDC Events,Tracks requested vs completed redemptions and computes delays.,protocol:syrupusdc,"[""request_id:number"",""shares:number"",""requested_time:string"",""completed_time:string"",""delay:number""]",[]
token.airdrop_unclaimed_tracker,token,airdrop,airdrop_unclaimed_tracker,Unclaimed Tokens,Ethena Claim Logs,Calculates cumulative claimed vs total airdrop allocation.,protocol:ethena,"[""claim_date:string"",""claimed:number"",""unclaimed:number""]",[]
defi.vault_balance_tracker,defi,vault,vault_balance_tracker,Vault Balances,weETH logs,Tracks daily latest vault asset balances.,protocol:weeth,"[""day:string"",""asset:string"",""balance:number"",""tx_hash:string""]","[{""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": true, ""default"": ""ethereum""}]"
token.hodl_amount_calculator,token,holders,hodl_amount_calculator,Holder Balances,Token transfers,Calculates net hodl amounts excluding liquidity.,generic,"[""sender:string"",""recipient:string"",""value:number"",""utc_time:string""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.latest_proposal_votes,defi,governance,latest_proposal_votes,Proposal Votes,Governance logs,Extracts latest proposal votes with param parsing.,protocol:aragon,"[""proposal_id:string"",""param_1:string"",""param_2:string""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.borrow_repay_summary,defi,borrow,borrow_repay_summary,Borrow Repay,Angle logs,Summarizes borrow and repay events across vaults.,protocol:angle,"[""vault_id:number"",""debt_amount:number"",""is_increase:boolean""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
defi.erc4626_vault_discovery,defi,vault,erc4626_vault_discovery,Vault Activity Leaderboard,ERC4626 Deposit Events,Discovers active ERC4626 vaults by deposit events with time range.,generic,"[""contract_address:string"",""latest:string"",""earliest:string""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": false, ""default"": null}]"
defi.sy_liquidity_timeseries,defi,vault,sy_liquidity_timeseries,SY Cumulative Liquidity,Tokenized Yield Flows,Computes daily cumulative liquidity from SY mint/redeem flows.,generic,"[""time:string"",""liquidity:number""]","[{""key"": ""sy_address"", ""label"": ""SY Contract"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.order_book_liquidity,defi,dex,order_book_liquidity,Reconstructed Order Book,Add/Remove Order Events,Reconstructs limit order book liquidity from add/remove events.,protocol:market_address,"[""block_time:string"",""price:number"",""size_delta:number""]","[{""key"": ""market_address"", ""label"": ""Market Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.staker_retention,defi,staking,staker_retention,Monthly Retention Rates,Cryptex Ethereum Logs,Computes unique monthly stakers and 1/2/3-month retention.,protocol:cryptex,"[""month:string"",""unique_stakers:number"",""month_1:number"",""month_2:number"",""month_3:number""]",[]
defi.proposal_lifecycle,defi,governance,proposal_lifecycle,Aave Proposal Status,Ethereum Logs Decode,"Tracks proposal creation, queuing, execution timestamps.",protocol:aave,"[""block_time:string"",""block_number:number"",""tx_hash:string"",""status:string""]","[{""key"": ""start_ts"", ""label"": ""Start Timestamp"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""end_ts"", ""label"": ""End Timestamp"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
defi.lst_withdrawals,defi,lst,lst_withdrawals,LST Withdrawal Volumes,Symbiotic Ethereum,Aggregates LST withdrawals by date and symbol with decimals adjustment.,protocol:symbiotic,"[""block_time:string"",""token_symbol:string"",""amount:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": false, ""default"": null}]"
token.weekly_holder_growth,token,holders,weekly_holder_growth,Holder Count Trend,Cumulative Balance Calc,Computes weekly holder growth via net balance changes.,generic,"[""week:date"",""holder_count:number"",""growth_rate:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
token.stablecoin_blacklist_trend,token,blacklist,stablecoin_blacklist_trend,Monthly Blacklist Counts,USDC/USDT Comparison,Tracks monthly blacklisted wallet counts for USDC/USDT.,"protocol:USDC,USDT","[""month:date"",""usdc_wallets:number"",""usdt_wallets:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
token.erc3643_investor_count,token,holders,erc3643_investor_count,Investors per Token,IdentityRegistry Join,Counts unique investors per ERC-3643 token via registry joins.,protocol:ERC3643,"[""token_address:string"",""investor_count:number"",""registry:string""]","[{""key"": ""time_from"", ""label"": ""Start Time"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""time_to"", ""label"": ""End Time"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
defi.vault_tvl_calculator,defi,vault,vault_tvl_calculator,Vault TVL Time Series,Deposit/Withdraw Net,Calculates TVL from deposit/withdraw events with cumulative sum.,generic,"[""week:date"",""tvl:number"",""inflows:number"",""outflows:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
infra.cross_chain_message_volume,infra,bridge,cross_chain_message_volume,Daily Message Counts,Time Period Cohort,Counts cross-chain messages by period with outbound/inbound logic.,protocol:Snowbridge,"[""day:date"",""outbound_count:number"",""inbound_count:number""]","[{""key"": ""time_period"", ""label"": ""Time Period"", ""type"": ""text"", ""required"": true, ""default"": ""30days""}]"
defi.sy_liquidity_flow,defi,lp,sy_liquidity_flow,liquidity timeseries,lido sy logs,Computes cumulative liquidity from deposit/withdraw flows.,protocol:lido,"[""time:date"",""liquidity:number""]","[{""key"": ""yieldtoken_address"", ""label"": ""\""Yield Token Address\"""", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.voter_activity_cohort,defi,governance,voter_activity_cohort,vote count tiers,compound governance logs,Classifies voters by vote count tiers.,generic,"[""address:string"",""vote_count:number"",""category:string""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
token.token_investor_count,token,holders,token_investor_count,investor leaderboard,erc3643 factory logs,Counts distinct investors per token contract.,protocol:trex,"[""token_address:string"",""investor_count:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
defi.capital_stickiness_classifier,defi,wallet,capital_stickiness_classifier,wallet retention score,shards lp logs,Classifies wallet stickiness by size and net position.,protocol:shards,"[""wallet:string"",""size_category:string"",""stickiness_score:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
nft.opensea_collection_floor,nft,floor,opensea_collection_floor,Floor Metrics,Wyvern AtomicMatch,"Computes floor price, average price, sales count by time interval.",protocol:opensea,"[""interval:string"",""floor_eth:number"",""avg_eth:number"",""sales:number"",""volume_eth:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": true, ""default"": ""day""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
nft.opensea_wash_excluded_volume,nft,sales,opensea_wash_excluded_volume,Clean Sales Volume,Wyvern AtomicMatch,Aggregates daily volume excluding multi-token bundle transactions.,protocol:opensea,"[""day:string"",""sales:number"",""volume_eth:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
nft.opensea_listing_latency,nft,sales,opensea_listing_latency,Sell Latency Percentiles,Wyvern AtomicMatch,Calculates percentiles of time from listing to sale.,protocol:opensea,"[""p10:number"",""p50:number"",""p90:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""30""}]"
nft.opensea_aggregator_share,nft,sales,opensea_aggregator_share,Aggregator Volume Share,Wyvern AtomicMatch,Measures aggregator vs direct buyer volume share.,protocol:opensea,"[""day:string"",""aggregator_volume:number"",""direct_volume:number"",""share:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.daily_tps_stats,infra,tps,daily_tps_stats,TPS Metrics,Arbitrum Transactions,"Computes average, min, max TPS per day from hourly data.",generic,"[""time:string"",""avg_tps:number"",""min_tps:number"",""max_tps:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""180""}]"
infra.protocol_l2_fees,infra,gas,protocol_l2_fees,L2 Execution Fees,Arbitrum Transactions,Aggregates L2 execution fees excluding L1 posting costs for protocol.,generic,"[""date:string"",""l2_fees:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
infra.cumulative_user_growth,infra,wallet,cumulative_user_growth,User Growth,Arbitrum Transactions,Tracks daily new users and cumulative unique users.,generic,"[""day:string"",""new_users:number"",""cumulative_users:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""720""}]"
token.multi_token_holder_overlap,token,holders,multi_token_holder_overlap,Overlapping holders,ERC20 transfer events,Finds addresses holding multiple specified tokens.,generic,"[""holder:string"",""token_count:number""]","[{""key"": ""token1_address"", ""label"": ""Token 1"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""token2_address"", ""label"": ""Token 2"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""token3_address"", ""label"": ""Token 3"", ""type"": ""contract_address"", ""required"": false, ""default"": null}, {""key"": ""token4_address"", ""label"": ""Token 4"", ""type"": ""contract_address"", ""required"": false, ""default"": null}]"
infra.top_gas_contracts,infra,gas,top_gas_contracts,Gas Leaderboard,Arbitrum Transactions,Ranks contracts by total gas consumption.,generic,"[""contract:string"",""total_gas:number"",""tx_count:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}, {""key"": ""top_n"", ""label"": ""Top N"", ""type"": ""top_n"", ""required"": false, ""default"": ""20""}]"
infra.power_user_tx_distribution,infra,wallet,power_user_tx_distribution,Transaction Count Bins,Dune Query 1969788,Classifies wallets into transaction volume tiers revealing power user distribution.,generic,"[""bin:string"",""wallet_count:number"",""pct:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}, {""key"": ""min_tx"", ""label"": ""Min Transactions"", ""type"": ""number"", ""required"": false, ""default"": ""1""}]"
infra.sybil_funding_detector,infra,identity,sybil_funding_detector,Sybil Farm Patterns,Dune Queries 3768316+,Detects sybil addresses funded by known sources within value ranges across time windows.,generic,"[""sybil_addr:string"",""funder:string"",""value_eth:number"",""first_tx:timestamp"",""second_tx:timestamp""]","[{""key"": ""funder_addresses"", ""label"": ""Funder Addresses"", ""type"": ""text"", ""required"": true, ""default"": null}, {""key"": ""value_min"", ""label"": ""Min Value ETH"", ""type"": ""number"", ""required"": true, ""default"": ""0.001""}, {""key"": ""value_max"", ""label"": ""Max Value ETH"", ""type"": ""number"", ""required"": true, ""default"": ""0.1""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
wallet.bot_activity_detector,wallet,identity,bot_activity_detector,Bot Activity Score,5min tx bursts,Detects potential bots via average transactions per signer in 5-minute intervals.,generic,"[""month:string"",""signer:string"",""bot_score:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": true, ""default"": null}]"
wallet.cohort_user_retention,wallet,retention,cohort_user_retention,Weekly Retention Rates,Cohort analysis,Computes retention rates by cohort week and subsequent weeks.,generic,"[""cohort_week:date"",""week_number:number"",""active_wallets:number"",""retention_rate:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""365""}]"
infra.timeboost_success_analyzer,infra,gas,timeboost_success_analyzer,Success Rate Impact,Timeboost analysis,Measures transaction success rates split by timeboost usage and rollout period.,protocol:arbitrum,"[""date:date"",""period:string"",""success_rate:number"",""boosted_success_rate:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""block_threshold"", ""label"": ""Timeboost Block"", ""type"": ""number"", ""required"": false, ""default"": null}]"
wallet.user_tx_bucket_distribution,wallet,retention,user_tx_bucket_distribution,Power User Buckets,Lifetime tx cohorts,Classifies users into transaction volume buckets for power law analysis.,generic,"[""bucket:string"",""user_count:number"",""pct_users:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.hourly_gas_percentiles,infra,gas,hourly_gas_percentiles,Gas Price Distribution,Arbitrum Transactions,Computes hourly gas price statistics including percentiles.,generic,"[""hour:string"",""avg_gas_price:number"",""median_gas_price:number"",""p90_gas_price:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
token.trader_cluster_detector,token,wallet,trader_cluster_detector,Inter-Trader Connections,tokens_solana.transfers,Detects clusters of traders exchanging tokens among themselves from protocol activity.,protocol:pump.fun,"[""wallet:string"",""cluster_size:number"",""connections:number""]","[{""key"": ""protocol"", ""label"": ""Protocol"", ""type"": ""protocol"", ""required"": false, ""default"": ""pump.fun""}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
infra.monthly_retention_cohort,infra,wallet,monthly_retention_cohort,Cohort Retention Rates,Arbitrum Transactions,Computes retention rates by monthly user cohorts.,generic,"[""cohort_month:string"",""retention_rate:number"",""active_wallets:number""]","[{""key"": ""lookback_months"", ""label"": ""Lookback Months"", ""type"": ""number"", ""required"": true, ""default"": ""4""}]"
identity.batch_sybil_detector,identity,sybil,batch_sybil_detector,Sybil Pattern Matches,Arbitrum Transactions,Detects sybil wallets via batch funding and patterned spending.,generic,"[""sybil_addr:string"",""first_tx_time:string"",""second_tx_time:string""]","[{""key"": ""funder_address"", ""label"": ""Funder Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""date_from1"", ""label"": ""Batch1 From"", ""type"": ""date_from"", ""required"": true, ""default"": null}, {""key"": ""date_to1"", ""label"": ""Batch1 To"", ""type"": ""date_to"", ""required"": true, ""default"": null}, {""key"": ""value_min1"", ""label"": ""Min Value1"", ""type"": ""number"", ""required"": true, ""default"": null}, {""key"": ""value_max1"", ""label"": ""Max Value1"", ""type"": ""number"", ""required"": true, ""default"": null}, {""key"": ""date_from2"", ""label"": ""Batch2 From"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.wallet_activity_profile,infra,wallet,wallet_activity_profile,Wallet activity metrics,Arbitrum transactions,"Computes total transactions, active weeks, nonce progression, and recency for wallet.",generic,"[""tx_count:number"",""active_weeks:number"",""max_nonce:number"",""days_since_last_tx:number""]","[{""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": true, ""default"": null}]"
infra.wallet_linkage_detector,infra,identity,wallet_linkage_detector,Linked wallet pairs,Mutual transfer clustering,Detects wallet clusters via bidirectional transfers indicating linkage.,generic,"[""master_address:string"",""linked_count:number"",""paired_addresses:string""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}, {""key"": ""date_to"", ""label"": ""End Date"", ""type"": ""date_to"", ""required"": false, ""default"": null}]"
infra.chain_stickiness_metrics,infra,wallet,chain_stickiness_metrics,DAU/MAU stickiness,User retention cohorts,"Calculates DAU/MAU ratio, power user percentages, and retention cohorts.",generic,"[""day:string"",""dau:number"",""mau:number"",""stickiness:number"",""power_users_pct:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": false, ""default"": ""30""}]"
infra.new_user_first_methods,infra,wallet,new_user_first_methods,First Methods,New User Onboarding,Identifies methods called by new users excluding common ones.,generic,"[""methodId:string"",""tx_count:number""]","[{""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": ""now-90d""}, {""key"": ""chain"", ""label"": ""Chain"", ""type"": ""chain"", ""required"": false, ""default"": ""arbitrum""}]"
infra.user_active_weeks_ratio,infra,wallet,user_active_weeks_ratio,Active Weeks Ratio,User Retention Metrics,Computes user active weeks ratio using nonce and week ranks.,generic,"[""address:string"",""active_weeks_ratio:number"",""tx_count:number""]","[{""key"": ""address_list"", ""label"": ""EOAs"", ""type"": ""text"", ""required"": true, ""default"": null}]"
infra.orbit_chains_batch_revenue,infra,l3,orbit_chains_batch_revenue,L3 Batch Metrics,Orbit Chains Insights,"Aggregates batches, revenue, gas across orbit sequencer chains.",protocol:arbitrum,"[""chain_name:string"",""total_batches:number"",""revenue_eth:number"",""gas_insights:number""]","[{""key"": ""chain_name"", ""label"": ""Chain Name"", ""type"": ""text"", ""required"": false, ""default"": ""All Chains""}]"
infra.protocol_new_chain_users,infra,wallet,protocol_new_chain_users,New vs Migrant Users,Onboarding Classification,Classifies protocol users as new to chain or existing migrants.,generic,"[""is_new_address:string"",""number_of_addresses:number""]","[{""key"": ""protocol_address"", ""label"": ""Protocol Addr"", ""type"": ""contract_address"", ""required"": true, ""default"": null}]"
infra.wallet_activity_classifier,infra,wallet,wallet_activity_classifier,User Activity Metrics,Dune Queries 2162942+,"Computes active weeks ratio, nonce gaps, and tx patterns to classify bot vs power vs casual users.",generic,"[""address:string"",""active_weeks_ratio:number"",""tx_count:number"",""nonce_gap:number"",""bot_score:number""]","[{""key"": ""wallet_address"", ""label"": ""Wallet Address"", ""type"": ""wallet_address"", ""required"": false, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""365""}]"
infra.sybil_farm_detector,infra,sybil,sybil_farm_detector,Sybil Addresses,Arbitrum Transactions,Detects sybil wallets via paired low-value funding from farms and dust outflows.,protocol:arbitrum,"[""sybil_addr:string"",""first_tx_time:timestamp"",""second_tx_time:timestamp"",""funding_eth:number""]",[]
infra.median_gas_price_timeseries,infra,gas,median_gas_price_timeseries,Median Gas Price,Polygon Transactions,Computes median gas price in gwei over time intervals.,generic,"[""time:string"",""median_gas:number""]","[{""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""30""}]"
infra.daily_transaction_success_rate,infra,gas,daily_transaction_success_rate,Success Rate,Polygon Transactions,Calculates daily successful vs failed transactions.,generic,"[""day:string"",""successful_transactions:number"",""failed_transactions:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""30""}]"
infra.tx_distribution_per_wallet,infra,wallet,tx_distribution_per_wallet,Tx Power Law,Polygon Transactions,Analyzes transaction count distribution per wallet.,generic,"[""txs_amount:number"",""wallet_count:number"",""percentage:number"",""average:number""]","[{""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""365""}]"
infra.weekly_new_vs_returning_users,infra,wallet,weekly_new_vs_returning_users,New vs Returning,Polygon Transactions,Computes weekly new and returning active users.,generic,"[""week:string"",""unique_users:number"",""new_users:number"",""returning_users:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""lookback_days"", ""label"": ""Lookback Days"", ""type"": ""lookback_days"", ""required"": true, ""default"": ""365""}]"
infra.protocol_daily_activity,infra,protocol,protocol_daily_activity,Daily Txs/Users,Cumulative metrics,"Daily transactions, unique users, and cumulatives for protocol.",generic,"[""block_date:string"",""tx_count:number"",""user_count:number"",""cum_txs:number"",""cum_users:number""]","[{""key"": ""contract_address"", ""label"": ""Contract Address"", ""type"": ""contract_address"", ""required"": true, ""default"": null}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": true, ""default"": null}]"
infra.cumulative_deployers,infra,wallet,cumulative_deployers,Contract Creators,Weekly cumulative,Cumulative count of unique contract deployers over time.,generic,"[""period:string"",""total_devs:number""]","[{""key"": ""interval"", ""label"": ""Interval"", ""type"": ""interval"", ""required"": false, ""default"": ""week""}, {""key"": ""date_from"", ""label"": ""Start Date"", ""type"": ""date_from"", ""required"": false, ""default"": null}]"
